mouse_ensembl_id,mouse_entrez_id,mouse_symbol,human_symbol,human_entrez_id
ENSMUSG00000049719,74306,Prss46,PRSS46,100287362
ENSMUSG00000049721,53897,Gal3st1,GAL3ST1,9514
ENSMUSG00000049723,17381,Mmp12,MMP12,4321
ENSMUSG00000049728,244219,Zfp668,ZNF668,79759
ENSMUSG00000049737,258534,Or2w6,NA,NA
ENSMUSG00000049739,233905,Zfp646,ZNF646,9726
ENSMUSG00000049740,NA,NA,NA,NA
ENSMUSG00000049741,242093,Rxfp4,RXFP4,339403
ENSMUSG00000049744,76117,Arhgap15,ARHGAP15,55843
ENSMUSG00000049755,319475,Zfp672,ZNF672,79894
ENSMUSG00000049758,258022,Or4f62,NA,NA
ENSMUSG00000049760,224904,Micos13,C19orf70,125988
ENSMUSG00000049761,74927,Pmis2,NA,NA
ENSMUSG00000049764,64453,Zfp280b,ZNF280B,140883
ENSMUSG00000049775,19241,Tmsb4x,NA,NA
ENSMUSG00000049791,14366,Fzd4,FZD4,8322
ENSMUSG00000049792,70369,Bag5,BAG5,9529
ENSMUSG00000049796,12918,Crh,CRH,1392
ENSMUSG00000049797,258326,Or51a10,NA,NA
ENSMUSG00000049799,100061,Lrrc19,LRRC19,64922
ENSMUSG00000049800,58172,Sertad2,SERTAD2,9792
ENSMUSG00000049804,100503043,Armcx4,ARMCX4,100131755
ENSMUSG00000049806,258816,Or9s18,NA,NA
ENSMUSG00000049807,58996,Arhgap23,ARHGAP23,57636
ENSMUSG00000049811,73873,Fam161a,FAM161A,84140
ENSMUSG00000049823,193736,Zbtb12,ZBTB12,221527
ENSMUSG00000049832,NA,NA,NA,NA
ENSMUSG00000049843,228228,Or5t17,NA,NA
ENSMUSG00000049848,319930,Ceacam19,CEACAM19,56971
ENSMUSG00000049858,211389,Suox,SUOX,6821
ENSMUSG00000049864,258472,Olfr899,NA,NA
ENSMUSG00000049866,320982,Arl4c,ARL4C,10123
ENSMUSG00000049871,268857,Nlrc3,NLRC3,197358
ENSMUSG00000049872,103511,Calhm5,FAM26E,254228
ENSMUSG00000049878,109263,Rlf,RLF,6018
ENSMUSG00000049882,207965,Vcpkmt,VCPKMT,79609
ENSMUSG00000049891,NA,NA,NA,NA
ENSMUSG00000049892,19416,Rasd1,RASD1,51655
ENSMUSG00000049894,258930,Or6c65,NA,NA
ENSMUSG00000049897,279029,Stkld1,C9orf96,169436
ENSMUSG00000049902,70900,4921517D22Rik,NA,NA
ENSMUSG00000049904,103765,Tmem17,TMEM17,200728
ENSMUSG00000049907,68939,Rasl11b,RASL11B,65997
ENSMUSG00000049908,14616,Gja8,GJA8,2703
ENSMUSG00000049916,70458,2610318N02Rik,NA,NA
ENSMUSG00000049922,228368,Slc35c1,SLC35C1,55343
ENSMUSG00000049926,258778,Or8b54,NA,NA
ENSMUSG00000049928,93896,Glp2r,GLP2R,9340
ENSMUSG00000049929,78134,Lpar4,LPAR4,2846
ENSMUSG00000049932,15270,H2ax,H2AFX,3014
ENSMUSG00000049939,192198,Lrrc4,LRRC4,64101
ENSMUSG00000049940,70804,Pgrmc2,PGRMC2,10424
ENSMUSG00000049946,234290,BC030500,NA,NA
ENSMUSG00000049950,227522,Rpp38,RPP38,10557
ENSMUSG00000049957,67291,Ccdc137,CCDC137,339230
ENSMUSG00000049960,66242,Mrps16,MRPS16,51021
ENSMUSG00000049969,71801,Plekhf2,PLEKHF2,79666
ENSMUSG00000049971,319804,Glt1d1,GLT1D1,144423
ENSMUSG00000049972,329918,Skint9,NA,NA
ENSMUSG00000049985,77318,Ankrd55,ANKRD55,79722
ENSMUSG00000049988,211228,Lrrc25,LRRC25,126364
ENSMUSG00000049999,228966,Ppp1r3d,PPP1R3D,5509
ENSMUSG00000050002,75731,Idnk,IDNK,414328
ENSMUSG00000050010,330096,Shisa3,SHISA3,152573
ENSMUSG00000050014,328561,Apol10b,NA,NA
ENSMUSG00000050015,258620,Or1j4,OR1J4,26219
ENSMUSG00000050017,56305,Pitpnb,PITPNB,23760
ENSMUSG00000050022,231842,Amz1,AMZ1,155185
ENSMUSG00000050023,258767,Or5d46,NA,NA
ENSMUSG00000050028,258296,Or11h6,OR11H6,122748
ENSMUSG00000050029,72065,Rap2c,RAP2C,57826
ENSMUSG00000050030,258039,Or4k1,OR4K1,79544
ENSMUSG00000050035,14202,Fhl4,NA,NA
ENSMUSG00000050043,66958,Tmx2,TMX2,51075
ENSMUSG00000050050,320696,Ccdc158,CCDC158,339965
ENSMUSG00000050052,72148,Tdrp,TDRP,157695
ENSMUSG00000050058,19120,Prm3,PRM3,58531
ENSMUSG00000050063,19144,Klk6,KLK6,5653
ENSMUSG00000050064,242109,Zfp697,ZNF697,90874
ENSMUSG00000050066,NA,NA,NA,NA
ENSMUSG00000050069,23893,Grem2,GREM2,64388
ENSMUSG00000050071,19716,Bex1,NA,NA
ENSMUSG00000050074,78709,Spink8,SPINK8,646424
ENSMUSG00000050075,229323,Gpr171,GPR171,29909
ENSMUSG00000050079,67610,Rspry1,RSPRY1,89970
ENSMUSG00000050085,259087,Or52a33,NA,NA
ENSMUSG00000050087,76653,Cby3,CBY3,646019
ENSMUSG00000050088,67912,1600012H06Rik,C6orf120,387263
ENSMUSG00000050089,11643,Akap4,AKAP4,8852
ENSMUSG00000050097,234669,Ces2b,NA,NA
ENSMUSG00000050100,15372,Hmx2,HMX2,3167
ENSMUSG00000050102,171233,Vmn1r235,NA,NA
ENSMUSG00000050103,319660,Agmo,AGMO,392636
ENSMUSG00000050105,72690,Fam110d,FAM110D,79927
ENSMUSG00000050106,217356,Tmc8,TMC8,147138
ENSMUSG00000050107,14841,Haspin,GSG2,83903
ENSMUSG00000050108,270757,Bpifc,BPIFC,254240
ENSMUSG00000050114,320769,Prdx6b,NA,NA
ENSMUSG00000050121,226115,Opalin,OPALIN,93377
ENSMUSG00000050122,70853,Vwa3b,VWA3B,200403
ENSMUSG00000050128,258580,Or5m10,OR5M1,390168
ENSMUSG00000050132,237868,Sarm1,SARM1,23098
ENSMUSG00000050134,258713,Or6n2,OR6N2,81442
ENSMUSG00000050138,210741,Kcnk12,KCNK12,56660
ENSMUSG00000050141,277773,Spata31f3,NA,NA
ENSMUSG00000050144,229517,Slc25a44,SLC25A44,9673
ENSMUSG00000050147,14065,F2rl3,F2RL3,9002
ENSMUSG00000050148,54609,Ubqln2,UBQLN2,29978
ENSMUSG00000050150,74446,Slc9b1,SLC9B1,150159
ENSMUSG00000050157,333670,Gm867,C22orf15,150248
ENSMUSG00000050158,258458,Or2m13,OR2M5,127059
ENSMUSG00000050164,207911,Mchr1,MCHR1,2847
ENSMUSG00000050174,229228,Nudt6,NUDT6,11162
ENSMUSG00000050179,NA,NA,NA,NA
ENSMUSG00000050188,116748,Lsm10,LSM10,84967
ENSMUSG00000050189,NA,NA,NA,NA
ENSMUSG00000050190,384813,Adam34l,NA,NA
ENSMUSG00000050195,329065,Scd4,NA,NA
ENSMUSG00000050198,258863,Or6c38,NA,NA
ENSMUSG00000050199,107515,Lgr4,LGR4,55366
ENSMUSG00000050201,237987,Otop2,OTOP2,92736
ENSMUSG00000050211,329502,Pla2g4e,PLA2G4E,123745
ENSMUSG00000050212,230752,Eva1b,EVA1B,55194
ENSMUSG00000050213,76793,Snip1,SNIP1,79753
ENSMUSG00000050217,266744,Lgsn,LGSN,51557
ENSMUSG00000050222,239114,Il17d,IL17D,53342
ENSMUSG00000050229,67556,Pigm,PIGM,93183
ENSMUSG00000050232,12766,Cxcr3,CXCR3,2833
ENSMUSG00000050234,14612,Gja4,GJA4,2701
ENSMUSG00000050240,58180,Hic2,HIC2,23119
ENSMUSG00000050241,243655,Klre1,NA,NA
ENSMUSG00000050243,NA,NA,NA,NA
ENSMUSG00000050244,217995,Heatr1,HEATR1,55127
ENSMUSG00000050248,68525,Evc2,EVC2,132884
ENSMUSG00000050251,258321,Or6c76,NA,NA
ENSMUSG00000050266,56860,Or52b1,NA,NA
ENSMUSG00000050270,338369,Tmem220,TMEM220,388335
ENSMUSG00000050271,244418,Prag1,SGK223,157285
ENSMUSG00000050272,13508,Dscam,DSCAM,1826
ENSMUSG00000050276,381974,Mrgprg,MRGPRG,386746
ENSMUSG00000050281,259102,Or51l4,NA,NA
ENSMUSG00000050288,57265,Fzd2,FZD2,2535
ENSMUSG00000050295,17300,Foxc1,FOXC1,2296
ENSMUSG00000050296,74591,Abca12,ABCA12,26154
ENSMUSG00000050299,NA,NA,NA,NA
ENSMUSG00000050304,83885,Slc25a2,NA,NA
ENSMUSG00000050310,78757,Rictor,RICTOR,253260
ENSMUSG00000050312,106338,Nsun3,NSUN3,63899
ENSMUSG00000050315,118449,Synpo2,SYNPO2,171024
ENSMUSG00000050321,246317,Neto1,NETO1,81832
ENSMUSG00000050323,76947,Ndufaf6,NDUFAF6,137682
ENSMUSG00000050328,15421,Hoxc12,HOXC12,3228
ENSMUSG00000050332,72345,Amer1,AMER1,139285
ENSMUSG00000050334,320203,Mir9-2hg,NA,NA
ENSMUSG00000050335,16854,Lgals3,LGALS3,3958
ENSMUSG00000050343,258912,Or1ad6,NA,NA
ENSMUSG00000050350,110168,Gpr18,GPR18,2841
ENSMUSG00000050357,234695,Carmil2,RLTPR,146206
ENSMUSG00000050359,20753,Sprr1a,SPRR1A,6698
ENSMUSG00000050366,258055,Or6b13,NA,NA
ENSMUSG00000050368,15430,Hoxd10,HOXD10,3236
ENSMUSG00000050370,12642,Ch25h,CH25H,9023
ENSMUSG00000050373,101113,Snx21,SNX21,90203
ENSMUSG00000050377,218624,Il31ra,IL31RA,133396
ENSMUSG00000050379,56526,Septin6,SEPT6,23157
ENSMUSG00000050382,16576,Kif7,KIF7,374654
ENSMUSG00000050390,97130,Nhsl3,KIAA1522,57648
ENSMUSG00000050394,278097,Armcx6,ARMCX6,54470
ENSMUSG00000050395,326623,Tnfsf15,TNFSF15,9966
ENSMUSG00000050397,26927,Foxl2,FOXL2,668
ENSMUSG00000050410,106795,Tcf19,TCF19,6941
ENSMUSG00000050423,76487,Ppp1r3g,PPP1R3G,648791
ENSMUSG00000050424,385377,Pnma5,PNMA5,114824
ENSMUSG00000050425,243979,Mrgprb2,MRGPRX1,259249
ENSMUSG00000050428,243867,Fbxo46,FBXO46,23403
ENSMUSG00000050439,383075,Enthd1,ENTHD1,150350
ENSMUSG00000050440,84506,Hamp,NA,NA
ENSMUSG00000050445,13124,Cyp8b1,CYP8B1,1582
ENSMUSG00000050447,320343,Lypd6,LYPD6,130574
ENSMUSG00000050463,332131,Krt78,KRT78,196374
ENSMUSG00000050468,215095,Astl,ASTL,431705
ENSMUSG00000050471,109229,Fam118b,FAM118B,79607
ENSMUSG00000050473,76157,Slc35d3,SLC35D3,340146
ENSMUSG00000050478,258931,Or6c214,NA,NA
ENSMUSG00000050490,666974,Psma5-ps,NA,NA
ENSMUSG00000050493,230766,Fam167b,FAM167B,84734
ENSMUSG00000050503,74165,Fbxl22,NA,NA
ENSMUSG00000050504,258385,Or5bh3,NA,NA
ENSMUSG00000050505,219257,Pcdh20,PCDH20,64881
ENSMUSG00000050511,18386,Oprd1,OPRD1,4985
ENSMUSG00000050520,54420,Cldn8,CLDN8,9073
ENSMUSG00000050526,240755,Mgat4f,NA,NA
ENSMUSG00000050530,269233,Fam171a1,FAM171A1,221061
ENSMUSG00000050533,NA,NA,NA,NA
ENSMUSG00000050534,15564,Htr5b,NA,NA
ENSMUSG00000050538,NA,NA,NA,NA
ENSMUSG00000050541,11548,Adra1b,ADRA1B,147
ENSMUSG00000050545,207921,Fam228b,FAM228B,375190
ENSMUSG00000050549,70617,Fam241a,C4orf32,132720
ENSMUSG00000050550,NA,NA,NA,NA
ENSMUSG00000050552,66096,Lamtor4,LAMTOR4,389541
ENSMUSG00000050553,14626,Gk2,GK2,2712
ENSMUSG00000050555,76832,Hyls1,HYLS1,219844
ENSMUSG00000050556,16500,Kcnb1,KCNB1,3745
ENSMUSG00000050558,246313,Prokr2,PROKR2,128674
ENSMUSG00000050565,240832,Tor1aip2,TOR1AIP2,163590
ENSMUSG00000050567,103806,Maml1,MAML1,9794
ENSMUSG00000050577,NA,NA,NA,NA
ENSMUSG00000050578,17386,Mmp13,MMP13,4322
ENSMUSG00000050587,241568,Lrrc4c,LRRC4C,57689
ENSMUSG00000050592,241303,Fam78a,FAM78A,286336
ENSMUSG00000050600,100043757,Zfp831,ZNF831,128611
ENSMUSG00000050605,22719,Zfp61,NA,NA
ENSMUSG00000050608,433771,Micos10,MINOS1,440574
ENSMUSG00000050612,213272,Txndc2,TXNDC2,84203
ENSMUSG00000050613,258287,Or14j1,OR14J1,442191
ENSMUSG00000050619,99334,Zscan29,ZSCAN29,146050
ENSMUSG00000050623,67077,Catsperz,TEX40,25858
ENSMUSG00000050625,403180,Ccdc121rt1,CCDC121,79635
ENSMUSG00000050627,333433,Gpd1l,GPD1L,23171
ENSMUSG00000050628,319370,Ubald2,UBALD2,283991
ENSMUSG00000050635,20760,Sprr2f,NA,NA
ENSMUSG00000050640,231503,Tmem150c,TMEM150C,441027
ENSMUSG00000050641,434439,BC048562,C3orf84,646498
ENSMUSG00000050645,246700,Defb19,DEFB119,245932
ENSMUSG00000050650,233221,Mrgpra1,MRGPRX3,117195
ENSMUSG00000050654,258438,Or6d15,NA,NA
ENSMUSG00000050663,237553,Trhde,TRHDE,29953
ENSMUSG00000050666,320736,Vstm4,VSTM4,196740
ENSMUSG00000050668,53951,Gpatch11,GPATCH11,253635
ENSMUSG00000050671,217738,Ism2,NA,NA
ENSMUSG00000050675,14723,Gp1ba,GP1BA,2811
ENSMUSG00000050677,66717,Ccdc96,CCDC96,257236
ENSMUSG00000050685,69339,Ccdc54,CCDC54,84692
ENSMUSG00000050697,105787,Prkaa1,PRKAA1,5562
ENSMUSG00000050700,280635,Emilin3,EMILIN3,90187
ENSMUSG00000050702,75258,4930563M21Rik,NA,NA
ENSMUSG00000050704,69661,Krtap13-22,NA,NA
ENSMUSG00000050705,69662,2310061I04Rik,C6orf136,221545
ENSMUSG00000050708,14325,Ftl1,FTL,2512
ENSMUSG00000050711,20254,Scg2,SCG2,7857
ENSMUSG00000050714,320633,Zbtb26,ZBTB26,57684
ENSMUSG00000050721,102595,Plekho2,PLEKHO2,80301
ENSMUSG00000050730,71544,Arhgap42,ARHGAP42,143872
ENSMUSG00000050732,22320,Vamp8,VAMP8,8673
ENSMUSG00000050737,64292,Ptges,PTGES,9536
ENSMUSG00000050742,258443,Or2m12,OR2M3,127062
ENSMUSG00000050747,69097,Trim15,TRIM15,89870
ENSMUSG00000050751,209966,Pgbd5,PGBD5,79605
ENSMUSG00000050756,116746,Defb6,NA,NA
ENSMUSG00000050761,14724,Gp1bb,GP1BB,2812
ENSMUSG00000050762,213171,Prss27,PRSS27,83886
ENSMUSG00000050763,258877,Or2t26,NA,NA
ENSMUSG00000050765,100503759,Gm5084,NA,NA
ENSMUSG00000050766,53877,Ear4,NA,NA
ENSMUSG00000050772,259030,Or10ag58,NA,NA
ENSMUSG00000050776,258440,Or4f47,NA,NA
ENSMUSG00000050777,170706,Tmem37,TMEM37,140738
ENSMUSG00000050783,15557,Htr1f,HTR1F,3355
ENSMUSG00000050786,57895,Ccdc126,CCDC126,90693
ENSMUSG00000050788,258710,Or10z1,OR10Z1,128368
ENSMUSG00000050796,117592,B3galt6,B3GALT6,126792
ENSMUSG00000050799,319177,H2bc1,HIST1H2BA,255626
ENSMUSG00000050808,269328,Muc15,MUC15,143662
ENSMUSG00000050810,100012,Oog3,NA,NA
ENSMUSG00000050812,230249,Ecpas,KIAA0368,23392
ENSMUSG00000050813,257932,Or2av9,NA,NA
ENSMUSG00000050815,258678,Or5a3,NA,NA
ENSMUSG00000050818,258879,Or2t48,OR2T4,127074
ENSMUSG00000050821,78408,Fam131a,FAM131A,131408
ENSMUSG00000050822,243328,Slc29a4,SLC29A4,222962
ENSMUSG00000050824,20609,Sstr5,SSTR5,6755
ENSMUSG00000050830,319922,Vwc2,VWC2,375567
ENSMUSG00000050840,23836,Cdh20,CDH20,28316
ENSMUSG00000050844,67692,1700020N01Rik,NA,NA
ENSMUSG00000050846,78834,Zfp623,ZNF623,9831
ENSMUSG00000050853,258327,Or10d3,NA,NA
ENSMUSG00000050854,230678,Tmem125,TMEM125,128218
ENSMUSG00000050855,233057,Zfp940,NA,NA
ENSMUSG00000050856,11958,Atp5me,NA,NA
ENSMUSG00000050860,237928,Phospho1,PHOSPHO1,162466
ENSMUSG00000050865,258992,Or10q1,OR10Q1,219960
ENSMUSG00000050866,212070,Clrn3,CLRN3,119467
ENSMUSG00000050875,225583,Minar2,KIAA1024L,100127206
ENSMUSG00000050876,72219,Spata31d1a,SPATA31D1,389763
ENSMUSG00000050890,230809,Pdik1l,PDIK1L,149420
ENSMUSG00000050891,69694,Tatdn1,TATDN1,83940
ENSMUSG00000050896,269295,Rtn4rl2,RTN4RL2,349667
ENSMUSG00000050900,NA,NA,NA,NA
ENSMUSG00000050901,244701,Mtnr1b,MTNR1B,4544
ENSMUSG00000050908,383103,Tvp23a,TVP23A,780776
ENSMUSG00000050910,237988,Cdr2l,CDR2L,30850
ENSMUSG00000050912,71929,Tmem123,TMEM123,114908
ENSMUSG00000050914,654824,Ankrd37,ANKRD37,353322
ENSMUSG00000050917,14175,Fgf4,FGF4,2249
ENSMUSG00000050919,238803,Zfp366,ZNF366,167465
ENSMUSG00000050921,78826,P2ry10,P2RY10,27334
ENSMUSG00000050926,245403,Dcaf12l2,DCAF12L2,340578
ENSMUSG00000050930,74393,Map10,MAP10,54627
ENSMUSG00000050931,74442,Sgms2,SGMS2,166929
ENSMUSG00000050933,171230,Vmn1r231,NA,NA
ENSMUSG00000050936,NA,NA,NA,NA
ENSMUSG00000050944,319634,Efcab5,EFCAB5,374786
ENSMUSG00000050945,240186,Zfp438,ZNF438,220929
ENSMUSG00000050947,229715,Amigo1,AMIGO1,57463
ENSMUSG00000050953,14609,Gja1,GJA1,2697
ENSMUSG00000050954,67911,Zfp169,ZNF169,169841
ENSMUSG00000050957,27356,Insl6,INSL6,11172
ENSMUSG00000050961,278676,AY358078,NA,NA
ENSMUSG00000050963,16539,Kcns2,KCNS2,3788
ENSMUSG00000050965,18750,Prkca,PRKCA,5578
ENSMUSG00000050966,83557,Lin28a,LIN28A,79727
ENSMUSG00000050967,263764,Creg2,CREG2,200407
ENSMUSG00000050973,269952,Gdpgp1,GDPGP1,390637
ENSMUSG00000050974,NA,NA,NA,NA
ENSMUSG00000050978,383032,Gm5215,NA,NA
ENSMUSG00000050982,245282,Apol10a,NA,NA
ENSMUSG00000050989,74777,Selenon,SEPN1,57190
ENSMUSG00000050994,215772,Adgb,ADGB,79747
ENSMUSG00000050996,26369,Cetn1,CETN1,1068
ENSMUSG00000051000,229488,Fhip1a,FAM160A1,729830
ENSMUSG00000051003,258859,Or1f19,NA,NA
ENSMUSG00000051007,213350,Gatd1,PDDC1,347862
ENSMUSG00000051008,100504140,4930412M03Rik,NA,NA
ENSMUSG00000051022,15476,Hs3st1,HS3ST1,9957
ENSMUSG00000051029,282663,Serpinb1b,NA,NA
ENSMUSG00000051034,22648,Zfp11,ZNF546,339327
ENSMUSG00000051037,218311,Zfp455,NA,NA
ENSMUSG00000051041,244198,Olfml1,OLFML1,283298
ENSMUSG00000051043,70355,Gprc5c,GPRC5C,55890
ENSMUSG00000051046,258754,Or6d14,NA,NA
ENSMUSG00000051048,320452,P4ha3,P4HA3,283208
ENSMUSG00000051050,433178,Spink14,SPINK14,408187
ENSMUSG00000051051,258511,Or6f2,NA,NA
ENSMUSG00000051054,102638268,Spata31d1e,NA,NA
ENSMUSG00000051056,14610,Gja10,GJA10,84694
ENSMUSG00000051062,237730,Fbll1,NA,NA
ENSMUSG00000051065,239796,Mb21d2,MB21D2,151963
ENSMUSG00000051067,237403,Lingo3,LINGO3,645191
ENSMUSG00000051074,NA,NA,NA,NA
ENSMUSG00000051076,242122,Vtcn1,VTCN1,79679
ENSMUSG00000051079,246709,Rgs13,RGS13,6003
ENSMUSG00000051081,226604,Gm4847,NA,NA
ENSMUSG00000051095,258608,Or6x1,OR6X1,390260
ENSMUSG00000051098,72852,Mblac2,MBLAC2,153364
ENSMUSG00000051111,75209,Sv2c,SV2C,22987
ENSMUSG00000051113,75538,Garin5a,FAM71E1,112703
ENSMUSG00000051116,NA,NA,NA,NA
ENSMUSG00000051118,258336,Or7d10,NA,NA
ENSMUSG00000051124,317758,Gimap9,NA,NA
ENSMUSG00000051133,NA,NA,NA,NA
ENSMUSG00000051136,208188,Ghsr,GHSR,2693
ENSMUSG00000051146,73047,Camk2n2,CAMK2N2,94032
ENSMUSG00000051147,17961,Nat2,NAT1,9
ENSMUSG00000051149,11538,Adnp,ADNP,23394
ENSMUSG00000051153,57252,Tas2r105,NA,NA
ENSMUSG00000051154,12238,Commd3,COMMD3,23412
ENSMUSG00000051156,258342,Or10q1b,NA,NA
ENSMUSG00000051159,12705,Cited1,CITED1,4435
ENSMUSG00000051160,258908,Or7g33,OR7G2,390882
ENSMUSG00000051166,319670,Eml5,EML5,161436
ENSMUSG00000051169,101122,Rpusd3,RPUSD3,285367
ENSMUSG00000051172,258755,Or52e15,NA,NA
ENSMUSG00000051176,22702,Zfp42,ZFP42,132625
ENSMUSG00000051177,18795,Plcb1,PLCB1,23236
ENSMUSG00000051180,258954,Or6ae1,NA,NA
ENSMUSG00000051182,258817,Or52ac1,NA,NA
ENSMUSG00000051184,66056,Zfp524,ZNF524,147807
ENSMUSG00000051185,67698,Fam174a,FAM174A,345757
ENSMUSG00000051190,258305,Or7c70,OR7C2,26658
ENSMUSG00000051198,75281,4930548G14Rik,NA,NA
ENSMUSG00000051200,258718,Or5e1,NA,NA
ENSMUSG00000051207,211578,Mrgprd,MRGPRD,116512
ENSMUSG00000051209,236781,Gpr119,GPR119,139760
ENSMUSG00000051212,321019,Gpr183,GPR183,1880
ENSMUSG00000051220,236930,Ercc6l,ERCC6L,54821
ENSMUSG00000051223,66882,Bzw1,BZW1,9689
ENSMUSG00000051224,245695,Tceanc,TCEANC,170082
ENSMUSG00000051225,239463,Fam83a,FAM83A,84985
ENSMUSG00000051228,236690,Nyx,NYX,60506
ENSMUSG00000051232,195040,Tmem199,TMEM199,147007
ENSMUSG00000051234,19823,Rnf7,RNF7,9616
ENSMUSG00000051235,209334,Gen1,GEN1,348654
ENSMUSG00000051236,320183,Msrb3,MSRB3,253827
ENSMUSG00000051237,NA,NA,NA,NA
ENSMUSG00000051238,66962,Swsap1,SWSAP1,126074
ENSMUSG00000051242,93880,Pcdhb9,NA,NA
ENSMUSG00000051243,320563,Islr2,ISLR2,57611
ENSMUSG00000051246,403174,Msantd1,MSANTD1,345222
ENSMUSG00000051251,18071,Nhlh1,NHLH1,4807
ENSMUSG00000051255,NA,NA,NA,NA
ENSMUSG00000051256,67767,Jagn1,JAGN1,84522
ENSMUSG00000051257,22037,Trap1a,NA,NA
ENSMUSG00000051258,258739,Or2w4,NA,NA
ENSMUSG00000051262,93674,Nat8f3,NA,NA
ENSMUSG00000051276,73353,Actrt2,ACTRT2,140625
ENSMUSG00000051278,71643,Zgrf1,ZGRF1,55345
ENSMUSG00000051279,242316,Gdf6,GDF6,392255
ENSMUSG00000051285,319263,Pcmtd1,PCMTD1,115294
ENSMUSG00000051295,319562,9630028B13Rik,NA,NA
ENSMUSG00000051297,NA,NA,NA,NA
ENSMUSG00000051306,76800,Usp42,USP42,84132
ENSMUSG00000051313,258976,Or4c127,NA,NA
ENSMUSG00000051314,233079,Ffar2,FFAR2,2867
ENSMUSG00000051316,24074,Taf7,TAF7,6879
ENSMUSG00000051319,67885,Mtln,NA,NA
ENSMUSG00000051323,279653,Pcdh19,PCDH19,57526
ENSMUSG00000051329,59015,Nup160,NUP160,23279
ENSMUSG00000051331,12288,Cacna1c,CACNA1C,775
ENSMUSG00000051335,328232,Gfod1,GFOD1,54438
ENSMUSG00000051339,243219,2900026A02Rik,NA,NA
ENSMUSG00000051340,258247,Or51a24,NA,NA
ENSMUSG00000051341,22710,Zfp52,NA,NA
ENSMUSG00000051343,52055,Rab11fip5,RAB11FIP5,26056
ENSMUSG00000051344,241075,Plekhm3,PLEKHM3,389072
ENSMUSG00000051346,66701,Spryd4,SPRYD4,283377
ENSMUSG00000051351,22704,Zfp46,ZNF436,80818
ENSMUSG00000051354,268288,Samd3,SAMD3,154075
ENSMUSG00000051355,17846,Commd1,COMMD1,150684
ENSMUSG00000051359,52589,Ncald,NCALD,83988
ENSMUSG00000051361,77883,6030498E09Rik,NA,NA
ENSMUSG00000051362,259054,Or52e2,NA,NA
ENSMUSG00000051367,20471,Six1,SIX1,6495
ENSMUSG00000051373,227721,Plpp7,PPAPDC3,84814
ENSMUSG00000051375,75599,Pcdh1,PCDH1,5097
ENSMUSG00000051378,70218,Kif18b,KIF18B,146909
ENSMUSG00000051379,71436,Flrt3,FLRT3,23767
ENSMUSG00000051390,81630,Zbtb22,ZBTB22,9278
ENSMUSG00000051391,22628,Ywhag,YWHAG,7532
ENSMUSG00000051392,258272,Or13l2,NA,NA
ENSMUSG00000051396,119065974,Msantd7,NA,NA
ENSMUSG00000051397,56753,Tacstd2,TACSTD2,4070
ENSMUSG00000051401,383348,Kctd16,KCTD16,57528
ENSMUSG00000051403,232947,Ppp1r37,PPP1R37,284352
ENSMUSG00000051413,54711,Plagl2,PLAGL2,5326
ENSMUSG00000051414,259070,Or7g17,NA,NA
ENSMUSG00000051424,258820,Or4p22,NA,NA
ENSMUSG00000051427,216516,Ccdc157,CCDC157,550631
ENSMUSG00000051431,84111,Gpr87,GPR87,53836
ENSMUSG00000051435,329977,Fhad1,FHAD1,114827
ENSMUSG00000051437,244179,Ubqlnl,UBQLNL,143630
ENSMUSG00000051439,12475,Cd14,CD14,929
ENSMUSG00000051444,241950,Bbs12,BBS12,166379
ENSMUSG00000051451,233490,Crebzf,CREBZF,58487
ENSMUSG00000051452,628813,Gm11437,C17orf78,284099
ENSMUSG00000051455,268491,Meioc,C17orf104,284071
ENSMUSG00000051456,56534,Hspb3,HSPB3,8988
ENSMUSG00000051457,20737,Spn,SPN,6693
ENSMUSG00000051469,59057,Zfp24,ZNF24,7572
ENSMUSG00000051483,12408,Cbr1,CBR1,873
ENSMUSG00000051486,93882,Pcdhb11,NA,NA
ENSMUSG00000051490,14237,Foxd4,FOXD4,2298
ENSMUSG00000051493,259111,Or8d6,NA,NA
ENSMUSG00000051495,270110,Irf2bp2,IRF2BP2,359948
ENSMUSG00000051497,16517,Kcnj16,KCNJ16,3773
ENSMUSG00000051498,21899,Tlr6,TLR6,10333
ENSMUSG00000051499,330301,Zfp786,ZNF786,136051
ENSMUSG00000051502,70240,Ufsp1,UFSP1,402682
ENSMUSG00000051503,625424,Ccdc121rt3,NA,NA
ENSMUSG00000051504,233274,Siglech,NA,NA
ENSMUSG00000051506,545030,Wdfy4,WDFY4,57705
ENSMUSG00000051509,258756,Or6p1,OR6P1,128366
ENSMUSG00000051510,17134,Mafg,MAFG,4097
ENSMUSG00000051515,58238,Fam181b,FAM181B,220382
ENSMUSG00000051517,230098,Arhgef39,ARHGEF39,84904
ENSMUSG00000051527,57775,Usp29,USP29,57663
ENSMUSG00000051528,258716,Or6k4,NA,NA
ENSMUSG00000051548,NA,NA,NA,NA
ENSMUSG00000051550,68490,Zfp579,ZNF579,163033
ENSMUSG00000051557,433813,Pusl1,PUSL1,126789
ENSMUSG00000051579,66684,Tceal8,TCEAL8,90843
ENSMUSG00000051586,194401,Mical3,MICAL3,57553
ENSMUSG00000051590,22625,Map3k19,MAP3K19,80122
ENSMUSG00000051591,258592,Or2ag15,NA,NA
ENSMUSG00000051592,209091,Ccnb3,CCNB3,85417
